Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Civilian Employed Population 16 Years and Over in Households that Have a Computer,Total Civilian Household Population 16 Years and Over,Population 16 Years and Over in the Civilian Labor Force in Households,Civilian Employed Population 16 Years and Over in Households,Civilian Employed Population 16 Years and Over in Households that Have a Computer with Dial-up Internet Subscription Alone,Civilian Employed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have No Computer,Civilian Unemployed Population 16 Years and Over in Households,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with dial-up Internet Subscription Alone,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with dial-up Internet Subscription Alone,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with a Broadband Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer without an Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have No Computer,Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Employed Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Percent of Population 16 Years and Over who are Not in the Labor Force in Households that Have No Computer,Shape Area,Shape Length
49670,10036,10036,36061012500,174253,0,Census Tract 125,New York,New York County,1873,2315,1926,1873,7,1817,49,0,53,53,0,27,26,0,389,314,8,279,27,75,75,3.2,0.0,0.0,19.3,304022.65234375,2287.87798575399
49671,10021,10021,36061012600,183653,0,Census Tract 126,New York,New York County,7466,11201,7715,7566,0,7066,400,100,149,149,0,149,0,0,3486,3446,0,3410,36,40,140,1.2,1.3,0.0,1.1,320505.81640625,2265.92618162219
49672,10019,10019,36061012700,174028,0,Census Tract 127,New York,New York County,5063,6176,5226,5101,0,4811,252,38,125,125,0,125,0,0,950,567,0,471,96,383,421,6.8,0.7,0.0,40.3,303650.2421875,2286.9635123214002
49672,10036,10036,36061012700,174028,0,Census Tract 127,New York,New York County,5063,6176,5226,5101,0,4811,252,38,125,125,0,125,0,0,950,567,0,471,96,383,421,6.8,0.7,0.0,40.3,303650.2421875,2286.9635123214002
49673,10021,10021,36061012800,178790,0,Census Tract 128,New York,New York County,2554,4738,2699,2595,0,2537,17,41,104,104,0,104,0,0,2039,1955,18,1937,0,84,125,2.6,1.6,0.0,4.1,312045.65234375,2342.04415712158
49673,10075,10075,36061012800,178790,0,Census Tract 128,New York,New York County,2554,4738,2699,2595,0,2537,17,41,104,104,0,104,0,0,2039,1955,18,1937,0,84,125,2.6,1.6,0.0,4.1,312045.65234375,2342.04415712158
49674,10019,10019,36061012900,426844,384608,Census Tract 129,New York,New York County,5212,6585,5484,5318,0,5048,164,106,166,166,0,166,0,0,1101,1064,0,1025,39,37,143,2.2,2.0,0.0,3.4,704847.36328125,6623.97279046406
49674,10036,10036,36061012900,426844,384608,Census Tract 129,New York,New York County,5212,6585,5484,5318,0,5048,164,106,166,166,0,166,0,0,1101,1064,0,1025,39,37,143,2.2,2.0,0.0,3.4,704847.36328125,6623.97279046406
49675,10021,10021,36061013000,178226,0,Census Tract 130,New York,New York County,1754,3121,1851,1754,0,1574,180,0,97,97,0,97,0,0,1270,1187,0,1187,0,83,83,2.7,0.0,0.0,6.5,311072.44140625,2339.64581340113
49675,10075,10075,36061013000,178226,0,Census Tract 130,New York,New York County,1754,3121,1851,1754,0,1574,180,0,97,97,0,97,0,0,1270,1187,0,1187,0,83,83,2.7,0.0,0.0,6.5,311072.44140625,2339.64581340113
49676,10019,10019,36061013100,174135,0,Census Tract 131,New York,New York County,1944,2579,1996,1952,0,1831,113,8,44,44,0,44,0,0,583,421,8,403,10,162,170,6.6,0.4,0.0,27.8,303839.625,2286.49109768458
49677,10021,10021,36061013200,200886,92937,Census Tract 132,New York,New York County,7066,9042,7066,7066,0,7066,0,0,0,0,0,0,0,0,1976,1829,0,1774,55,147,147,1.6,0.0,,7.4,380236.37890625,3399.56956438858
49677,10075,10075,36061013200,200886,92937,Census Tract 132,New York,New York County,7066,9042,7066,7066,0,7066,0,0,0,0,0,0,0,0,1976,1829,0,1774,55,147,147,1.6,0.0,,7.4,380236.37890625,3399.56956438858
49677,10162,10075,36061013200,200886,92937,Census Tract 132,New York,New York County,7066,9042,7066,7066,0,7066,0,0,0,0,0,0,0,0,1976,1829,0,1774,55,147,147,1.6,0.0,,7.4,380236.37890625,3399.56956438858
49678,10019,10019,36061013300,174355,0,Census Tract 133,New York,New York County,3734,5331,3993,3834,0,3608,126,100,159,159,0,151,8,0,1338,1122,0,942,180,216,316,5.9,2.6,0.0,16.1,304243.6953125,2288.0717426593
49679,10021,10021,36061013400,181779,0,Census Tract 134,New York,New York County,7544,10206,7740,7688,0,7359,185,144,52,52,0,0,52,0,2466,2229,0,2142,87,237,381,3.7,1.9,0.0,9.6,317263.10546875,2255.86661602025
49679,10075,10075,36061013400,181779,0,Census Tract 134,New York,New York County,7544,10206,7740,7688,0,7359,185,144,52,52,0,0,52,0,2466,2229,0,2142,87,237,381,3.7,1.9,0.0,9.6,317263.10546875,2255.86661602025
49680,10019,10019,36061013500,432329,401587,Census Tract 135,New York,New York County,4580,7422,5022,4666,0,4477,103,86,356,356,0,356,0,0,2400,1880,0,1720,160,520,606,8.2,1.8,0.0,21.7,735167.58984375,8088.064088514391
49681,10028,10028,36061013600,219496,111000,Census Tract 136,New York,New York County,9993,13961,10185,9993,0,9727,266,0,192,192,0,192,0,0,3776,3476,0,3189,287,300,300,2.1,0.0,0.0,7.9,386216.9609375,2576.2476508914497
49681,10075,10075,36061013600,219496,111000,Census Tract 136,New York,New York County,9993,13961,10185,9993,0,9727,266,0,192,192,0,192,0,0,3776,3476,0,3189,287,300,300,2.1,0.0,0.0,7.9,386216.9609375,2576.2476508914497
49682,10019,10019,36061013700,226356,0,Census Tract 137,New York,New York County,3839,5635,4010,3839,0,3734,105,0,171,171,0,171,0,0,1625,1522,0,1416,106,103,103,1.8,0.0,0.0,6.3,394987.359375,2519.98314455236
49683,10028,10028,36061013800,182091,0,Census Tract 138,New York,New York County,8429,10447,8808,8525,0,8297,132,96,283,283,0,226,57,0,1639,1424,0,1328,96,215,311,3.0,1.1,0.0,13.1,317839.5859375,2255.89005633873
49683,10075,10075,36061013800,182091,0,Census Tract 138,New York,New York County,8429,10447,8808,8525,0,8297,132,96,283,283,0,226,57,0,1639,1424,0,1328,96,215,311,3.0,1.1,0.0,13.1,317839.5859375,2255.89005633873
49684,10019,10019,36061013900,181605,0,Census Tract 139,New York,New York County,7086,9869,7680,7128,49,6726,311,42,552,552,0,552,0,0,2189,1895,0,1304,591,294,336,3.4,0.6,0.0,13.4,316918.8515625,2322.73168928397
49685,10028,10028,36061014000,179108,0,Census Tract 140,New York,New York County,4212,6386,4311,4212,0,4064,148,0,99,99,0,85,14,0,2075,1930,32,1818,80,145,145,2.3,0.0,0.0,7.0,312641.13671875,2344.75702892367
49685,10075,10075,36061014000,179108,0,Census Tract 140,New York,New York County,4212,6386,4311,4212,0,4064,148,0,99,99,0,85,14,0,2075,1930,32,1818,80,145,145,2.3,0.0,0.0,7.0,312641.13671875,2344.75702892367
49686,10028,10028,36061014200,178987,0,Census Tract 142,New York,New York County,2264,3868,2314,2264,0,2230,34,0,50,50,0,50,0,0,1554,1258,0,1225,33,296,296,7.7,0.0,0.0,19.0,312441.01171875,2347.0024421191
49686,10075,10075,36061014200,178987,0,Census Tract 142,New York,New York County,2264,3868,2314,2264,0,2230,34,0,50,50,0,50,0,0,1554,1258,0,1225,33,296,296,7.7,0.0,0.0,19.0,312441.01171875,2347.0024421191
49688,10028,10028,36061014401,74319,0,Census Tract 144.01,New York,New York County,3123,4400,3287,3132,0,2835,288,9,155,155,0,155,0,0,1113,1061,0,940,121,52,61,1.4,0.3,0.0,4.7,129723.75,1616.0157640209698
49689,10028,10028,36061014402,176863,0,Census Tract 144.02,New York,New York County,4091,6003,4293,4124,0,4009,82,33,169,169,0,169,0,0,1710,1673,16,1638,19,37,70,1.2,0.8,0.0,2.2,301928.68359375,2793.4556925232105
49689,10128,10128,36061014402,176863,0,Census Tract 144.02,New York,New York County,4091,6003,4293,4124,0,4009,82,33,169,169,0,169,0,0,1710,1673,16,1638,19,37,70,1.2,0.8,0.0,2.2,301928.68359375,2793.4556925232105
49690,10019,10019,36061014500,177125,0,Census Tract 145,New York,New York County,2788,4464,2982,2803,0,2743,45,15,179,179,0,179,0,0,1482,1436,0,1364,72,46,61,1.4,0.5,0.0,3.1,309122.703125,2360.70912508673
49690,10023,10023,36061014500,177125,0,Census Tract 145,New York,New York County,2788,4464,2982,2803,0,2743,45,15,179,179,0,179,0,0,1482,1436,0,1364,72,46,61,1.4,0.5,0.0,3.1,309122.703125,2360.70912508673
49691,10028,10028,36061014601,74328,0,Census Tract 146.01,New York,New York County,3196,3989,3258,3242,0,3196,0,46,16,16,0,16,0,0,731,695,0,666,29,36,82,2.1,1.4,0.0,4.9,129747.37109375,1616.3349900679502
49692,10028,10028,36061014602,109193,0,Census Tract 146.02,New York,New York County,4860,6502,5134,4860,0,4678,182,0,274,274,0,250,24,0,1368,1269,0,1269,0,99,99,1.5,0.0,0.0,7.2,190617.171875,1823.2607133217002
49692,10128,10128,36061014602,109193,0,Census Tract 146.02,New York,New York County,4860,6502,5134,4860,0,4678,182,0,274,274,0,250,24,0,1368,1269,0,1269,0,99,99,1.5,0.0,0.0,7.2,190617.171875,1823.2607133217002
49693,10019,10019,36061014700,65414,0,Census Tract 147,New York,New York County,2312,2834,2398,2312,0,2273,39,0,86,86,0,86,0,0,436,393,0,369,24,43,43,1.5,0.0,0.0,9.9,114168.859375,1355.8333196378
49693,10023,10023,36061014700,65414,0,Census Tract 147,New York,New York County,2312,2834,2398,2312,0,2273,39,0,86,86,0,86,0,0,436,393,0,369,24,43,43,1.5,0.0,0.0,9.9,114168.859375,1355.8333196378
49694,10028,10028,36061014801,51979,0,Census Tract 148.01,New York,New York County,1730,2564,1799,1730,0,1698,32,0,69,69,0,69,0,0,765,727,35,658,34,38,38,1.5,0.0,0.0,5.0,90739.92578125,1263.01057060584
49695,10128,10128,36061014802,125620,0,Census Tract 148.02,New York,New York County,3984,5880,4232,4104,0,3815,169,120,128,128,0,128,0,0,1648,1613,0,1596,17,35,155,2.6,2.9,0.0,2.1,219311.7421875,1889.9377933779601
49696,10023,10023,36061014900,174047,0,Census Tract 149,New York,New York County,2862,4265,2892,2875,0,2814,48,13,17,17,0,17,0,0,1373,1274,0,1245,29,99,112,2.6,0.5,0.0,7.2,303773.59375,2290.00782261603
49697,10028,10028,36061015001,51643,0,Census Tract 150.01,New York,New York County,984,1731,1033,1006,0,984,0,22,27,27,0,21,6,0,698,666,0,660,6,32,54,3.1,2.2,0.0,4.6,90155.25390625,1257.35906436741
49698,10028,10028,36061015002,125571,0,Census Tract 150.02,New York,New York County,2459,4315,2533,2459,0,2452,7,0,74,74,0,74,0,0,1782,1733,0,1733,0,49,49,1.1,0.0,0.0,2.7,219231.57421875,1889.1177793599697
49698,10128,10128,36061015002,125571,0,Census Tract 150.02,New York,New York County,2459,4315,2533,2459,0,2452,7,0,74,74,0,74,0,0,1782,1733,0,1733,0,49,49,1.1,0.0,0.0,2.7,219231.57421875,1889.1177793599697
49699,10019,10019,36061015100,333044,306023,Census Tract 151,New York,New York County,4260,7783,4598,4398,0,3900,360,138,200,200,0,200,0,0,3185,2501,0,2151,350,684,822,10.6,3.1,0.0,21.5,610349.26171875,5171.17555742935
49699,10023,10023,36061015100,333044,306023,Census Tract 151,New York,New York County,4260,7783,4598,4398,0,3900,360,138,200,200,0,200,0,0,3185,2501,0,2151,350,684,822,10.6,3.1,0.0,21.5,610349.26171875,5171.17555742935
49699,10069,10069,36061015100,333044,306023,Census Tract 151,New York,New York County,4260,7783,4598,4398,0,3900,360,138,200,200,0,200,0,0,3185,2501,0,2151,350,684,822,10.6,3.1,0.0,21.5,610349.26171875,5171.17555742935
49700,10128,10128,36061015200,189340,529192,Census Tract 152,New York,New York County,3841,6169,4078,3877,0,3566,275,36,201,122,0,78,44,79,2091,1452,27,1152,273,639,754,12.2,0.9,39.3,30.6,389147.02734375,5867.682894098771
49701,10023,10023,36061015300,174116,0,Census Tract 153,New York,New York County,5655,8528,5817,5702,0,5627,28,47,115,115,0,115,0,0,2711,2232,0,2054,178,479,526,6.2,0.8,0.0,17.7,303920.890625,2284.47456882307
49702,10128,10128,36061015400,177371,0,Census Tract 154,New York,New York County,8469,12227,8999,8694,159,7694,616,225,305,305,0,305,0,0,3228,2891,0,2051,840,337,562,4.6,2.6,0.0,10.4,309660.265625,2229.85066883057
49703,10023,10023,36061015500,197390,214654,Census Tract 155,New York,New York County,5706,8677,5955,5706,0,5602,104,0,249,249,0,249,0,0,2722,2555,0,2447,108,167,167,1.9,0.0,0.0,6.1,352133.1953125,3594.2597709557103
49703,10069,10069,36061015500,197390,214654,Census Tract 155,New York,New York County,5706,8677,5955,5706,0,5602,104,0,249,249,0,249,0,0,2722,2555,0,2447,108,167,167,1.9,0.0,0.0,6.1,352133.1953125,3594.2597709557103
49704,10128,10128,36061015601,73566,0,Census Tract 156.01,New York,New York County,3772,4683,3883,3802,0,3616,156,30,81,81,0,81,0,0,800,642,0,573,69,158,188,4.0,0.8,0.0,19.8,128443.5625,1612.20296987711
49705,10029,10029,36061015602,108755,0,Census Tract 156.02,New York,New York County,1193,2039,1259,1211,0,1142,51,18,48,48,0,48,0,0,780,632,0,570,62,148,166,8.1,1.5,0.0,19.0,189891.2109375,1821.9984309817498
49705,10128,10128,36061015602,108755,0,Census Tract 156.02,New York,New York County,1193,2039,1259,1211,0,1142,51,18,48,48,0,48,0,0,780,632,0,570,62,148,166,8.1,1.5,0.0,19.0,189891.2109375,1821.9984309817498
49706,10023,10023,36061015700,182396,0,Census Tract 157,New York,New York County,6002,7965,6381,6002,0,5914,88,0,379,379,0,379,0,0,1584,1330,0,1330,0,254,254,3.2,0.0,0.0,16.0,318395.69140625,2326.86034750196
49707,10128,10128,36061015801,125754,0,Census Tract 158.01,New York,New York County,2988,4145,3100,2988,0,2959,29,0,112,112,0,99,13,0,1045,1014,0,862,152,31,31,0.7,0.0,0.0,3.0,219565.609375,1890.35175691525
49708,10029,10029,36061015802,51510,0,Census Tract 158.02,New York,New York County,2262,3041,2399,2262,0,2167,95,0,137,137,0,90,47,0,642,621,0,587,34,21,21,0.7,0.0,0.0,3.3,89940.27734375,1259.7977198825
49708,10128,10128,36061015802,51510,0,Census Tract 158.02,New York,New York County,2262,3041,2399,2262,0,2167,95,0,137,137,0,90,47,0,642,621,0,587,34,21,21,0.7,0.0,0.0,3.3,89940.27734375,1259.7977198825
49709,10023,10023,36061015900,175127,110770,Census Tract 159,New York,New York County,5707,8225,5920,5735,0,5691,16,28,185,185,0,185,0,0,2305,2087,0,2087,0,218,246,3.0,0.5,0.0,9.5,305728.90625,2623.22222676073
49709,10069,10069,36061015900,175127,110770,Census Tract 159,New York,New York County,5707,8225,5920,5735,0,5691,16,28,185,185,0,185,0,0,2305,2087,0,2087,0,218,246,3.0,0.5,0.0,9.5,305728.90625,2623.22222676073
49710,10128,10128,36061016001,125615,0,Census Tract 160.01,New York,New York County,1766,3179,1828,1784,0,1743,23,18,44,44,0,44,0,0,1351,1344,0,1316,28,7,25,0.8,1.0,0.0,0.5,219331.70703125,1892.78446308235
49711,10029,10029,36061016002,51424,0,Census Tract 160.02,New York,New York County,1411,2469,1495,1439,0,1411,0,28,56,56,0,56,0,0,974,954,0,727,227,20,48,1.9,1.9,0.0,2.1,89795.5,1256.9076824717401
49712,10023,10023,36061016100,155741,0,Census Tract 161,New York,New York County,3953,5408,4218,3965,0,3848,105,12,253,253,0,253,0,0,1190,1072,13,1032,27,118,130,2.4,0.3,0.0,9.9,271886.4375,2303.61458702779
49712,10024,10024,36061016100,155741,0,Census Tract 161,New York,New York County,3953,5408,4218,3965,0,3848,105,12,253,253,0,253,0,0,1190,1072,13,1032,27,118,130,2.4,0.3,0.0,9.9,271886.4375,2303.61458702779
49713,10029,10029,36061016200,272018,832556,Census Tract 162,New York,New York County,3797,8177,4692,4120,15,3592,190,323,572,456,0,261,195,116,3485,2451,0,2063,388,1034,1473,18.0,7.8,20.3,29.7,554636.94921875,6321.8647272137905
49714,10023,10023,36061016300,263616,352996,Census Tract 163,New York,New York County,3949,5856,4170,3968,0,3780,169,19,202,202,0,187,15,0,1686,1451,0,1368,83,235,254,4.3,0.5,0.0,13.9,460250.1171875,3283.1834327730603
49714,10024,10024,36061016300,263616,352996,Census Tract 163,New York,New York County,3949,5856,4170,3968,0,3780,169,19,202,202,0,187,15,0,1686,1451,0,1368,83,235,254,4.3,0.5,0.0,13.9,460250.1171875,3283.1834327730603
49715,10029,10029,36061016400,177390,0,Census Tract 164,New York,New York County,2528,6103,3190,2684,0,2394,134,156,506,380,0,380,0,126,2913,2269,0,1993,276,644,926,15.2,5.8,24.9,22.1,309748.31640625,2229.50836185053
49716,10024,10024,36061016500,204317,0,Census Tract 165,New York,New York County,3756,5408,3978,3863,0,3756,0,107,115,115,0,115,0,0,1430,1299,0,1286,13,131,238,4.4,2.8,0.0,9.2,356714.65234375,2534.4571623344395
49717,10029,10029,36061016600,174218,0,Census Tract 166,New York,New York County,3346,5340,3593,3423,0,3095,251,77,170,170,0,170,0,0,1747,1322,0,1088,234,425,502,9.4,2.2,0.0,24.3,304230.65234375,2300.26659502407
49718,10024,10024,36061016700,196978,141457,Census Tract 167,New York,New York County,3710,5126,3865,3736,0,3597,113,26,129,129,0,129,0,0,1261,1194,17,1163,14,67,93,1.8,0.7,0.0,5.3,343930.15234375,2616.6410743690303
49719,10029,10029,36061016800,199278,0,Census Tract 168,New York,New York County,1324,3179,1646,1416,0,1219,105,92,230,168,0,168,0,62,1533,1047,0,919,128,486,640,20.1,6.5,27.0,31.7,348006.83203125,2523.8873355247197
49720,10024,10024,36061016900,180002,0,Census Tract 169,New York,New York County,5044,6954,5115,5072,0,5044,0,28,43,43,0,43,0,0,1839,1694,0,1634,60,145,173,2.5,0.6,0.0,7.9,314290.7734375,2316.4834099754003
49721,10029,10029,36061017000,182917,0,Census Tract 170,New York,New York County,3207,6466,3672,3447,0,3094,113,240,225,207,0,207,0,18,2794,1762,17,1645,100,1032,1290,20.0,7.0,8.0,36.9,319433.16796875,2263.05830453031
49722,10024,10024,36061017100,217834,194050,Census Tract 171,New York,New York County,5405,7543,5608,5430,0,5330,75,25,178,178,0,178,0,0,1935,1780,0,1677,103,155,180,2.4,0.5,0.0,8.0,380378.37109375,2618.8743383469
49723,10029,10029,36061017200,177939,0,Census Tract 172,New York,New York County,2150,4809,2918,2427,0,2011,139,277,491,491,0,475,16,0,1891,1284,0,1251,33,607,884,18.4,11.4,0.0,32.1,310767.71875,2335.97420881903
49724,10024,10024,36061017300,178602,0,Census Tract 173,New York,New York County,5131,7594,5301,5161,0,5012,119,30,140,140,0,140,0,0,2293,2047,0,1347,700,246,276,3.6,0.6,0.0,10.7,311869.41796875,2309.73903320517
49725,10029,10029,36061017401,100812,0,Census Tract 174.01,New York,New York County,1308,3378,1616,1434,0,1147,161,126,182,182,0,182,0,0,1762,1314,0,969,345,448,574,17.0,8.8,0.0,25.4,176074.28125,1688.93314883325
49726,10029,10029,36061017402,50730,0,Census Tract 174.02,New York,New York County,1106,2064,1259,1157,0,1014,92,51,102,102,0,81,21,0,805,645,0,495,150,160,211,10.2,4.4,0.0,19.9,88608.65625,1246.96466763644
49727,10024,10024,36061017500,216905,192184,Census Tract 175,New York,New York County,6147,8248,6186,6147,0,5857,290,0,39,39,0,39,0,0,2062,1850,28,1691,131,212,212,2.6,0.0,0.0,10.3,378748.46484375,2621.62593718543
49728,10024,10024,36061017700,174561,0,Census Tract 177,New York,New York County,5022,8005,5429,5176,0,4855,167,154,253,253,0,184,69,0,2576,2193,0,2020,173,383,537,6.7,3.0,0.0,14.9,304836.38671875,2289.77398508409
49728,10025,10025,36061017700,174561,0,Census Tract 177,New York,New York County,5022,8005,5429,5176,0,4855,167,154,253,253,0,184,69,0,2576,2193,0,2020,173,383,537,6.7,3.0,0.0,14.9,304836.38671875,2289.77398508409
49729,10029,10029,36061017800,248851,209809,Census Tract 178,New York,New York County,1894,3192,2056,1985,0,1777,117,91,71,71,0,64,7,0,1136,852,0,724,128,284,375,11.7,4.6,0.0,25.0,474850.9375,4180.2643936821205
49729,10035,10035,36061017800,248851,209809,Census Tract 178,New York,New York County,1894,3192,2056,1985,0,1777,117,91,71,71,0,64,7,0,1136,852,0,724,128,284,375,11.7,4.6,0.0,25.0,474850.9375,4180.2643936821205
49730,10024,10024,36061017900,213916,191036,Census Tract 179,New York,New York County,4948,7807,5392,5043,0,4796,152,95,349,349,0,349,0,0,2415,2159,0,1774,385,256,351,4.5,1.9,0.0,10.6,373591.5625,2621.97149646442
49730,10025,10025,36061017900,213916,191036,Census Tract 179,New York,New York County,4948,7807,5392,5043,0,4796,152,95,349,349,0,349,0,0,2415,2159,0,1774,385,256,351,4.5,1.9,0.0,10.6,373591.5625,2621.97149646442
49731,10029,10029,36061018000,212522,0,Census Tract 180,New York,New York County,3248,6518,3967,3536,67,2978,203,288,431,322,0,278,44,109,2551,2197,0,1746,451,354,751,11.5,8.1,25.3,13.9,371168.359375,2439.50770222824
49732,10025,10025,36061018100,138455,0,Census Tract 181,New York,New York County,4591,8238,5039,4591,0,4519,72,0,448,382,0,382,0,66,3199,2769,52,2499,218,430,496,6.0,0.0,14.7,13.4,241800.6796875,2115.7553292355396
49733,10029,10029,36061018200,176900,0,Census Tract 182,New York,New York County,2848,6744,3347,3042,0,2577,271,194,305,271,0,271,0,34,3397,2981,0,2708,273,416,644,9.5,6.4,11.1,12.2,308994.66015625,2325.42739629764
49733,10035,10035,36061018200,176900,0,Census Tract 182,New York,New York County,2848,6744,3347,3042,0,2577,271,194,305,271,0,271,0,34,3397,2981,0,2708,273,416,644,9.5,6.4,11.1,12.2,308994.66015625,2325.42739629764
49734,10024,10024,36061018300,224312,187898,Census Tract 183,New York,New York County,4514,6100,4643,4514,0,4514,0,0,129,129,0,129,0,0,1457,1105,0,1046,59,352,352,5.8,0.0,0.0,24.2,391776.4296875,2660.16746198966
49734,10025,10025,36061018300,224312,187898,Census Tract 183,New York,New York County,4514,6100,4643,4514,0,4514,0,0,129,129,0,129,0,0,1457,1105,0,1046,59,352,352,5.8,0.0,0.0,24.2,391776.4296875,2660.16746198966
49735,10029,10029,36061018400,176580,0,Census Tract 184,New York,New York County,2331,6127,2723,2415,0,2259,72,84,308,213,0,213,0,95,3404,2212,0,1958,254,1192,1371,22.4,3.5,30.8,35.0,308446.57421875,2324.4381233060603
49735,10035,10035,36061018400,176580,0,Census Tract 184,New York,New York County,2331,6127,2723,2415,0,2259,72,84,308,213,0,213,0,95,3404,2212,0,1958,254,1192,1371,22.4,3.5,30.8,35.0,308446.57421875,2324.4381233060603
49736,10025,10025,36061018500,130383,0,Census Tract 185,New York,New York County,2859,4122,2968,2889,0,2802,57,30,79,79,0,79,0,0,1154,1055,0,1002,53,99,129,3.1,1.0,0.0,8.6,227718.87109375,2077.25213803282
49737,10026,10026,36061018600,121738,0,Census Tract 186,New York,New York County,2175,5266,2650,2427,0,1986,189,252,223,223,0,223,0,0,2616,1972,0,1748,224,644,896,17.0,10.4,0.0,24.6,212650.52734375,1857.7944835456
49738,10024,10024,36061018700,218107,184467,Census Tract 187,New York,New York County,4420,6978,5034,4626,50,4345,25,206,408,408,0,408,0,0,1944,1794,106,1585,103,150,356,5.1,4.5,0.0,7.7,381433.12890625,2653.1506236217897
49738,10025,10025,36061018700,218107,184467,Census Tract 187,New York,New York County,4420,6978,5034,4626,50,4345,25,206,408,408,0,408,0,0,1944,1794,106,1585,103,150,356,5.1,4.5,0.0,7.7,381433.12890625,2653.1506236217897
49739,10029,10029,36061018800,148532,0,Census Tract 188,New York,New York County,2502,4459,2880,2638,0,2371,131,136,242,224,0,224,0,18,1579,1011,21,728,262,568,722,16.2,5.2,7.4,36.0,259437.15234375,2056.9068370769396
49739,10035,10035,36061018800,148532,0,Census Tract 188,New York,New York County,2502,4459,2880,2638,0,2371,131,136,242,224,0,224,0,18,1579,1011,21,728,262,568,722,16.2,5.2,7.4,36.0,259437.15234375,2056.9068370769396
49740,10025,10025,36061018900,265399,0,Census Tract 189,New York,New York County,4475,9200,5409,4734,0,3951,524,259,675,514,33,307,174,161,3791,2876,0,2247,629,915,1335,14.5,5.5,23.9,24.1,463564.8359375,2728.74265857498
49741,10026,10026,36061019000,103802,0,Census Tract 190,New York,New York County,1682,2768,1897,1809,0,1624,58,127,88,88,0,88,0,0,871,664,0,630,34,207,334,12.1,7.0,0.0,23.8,181332.5625,1704.8113905069001
49742,10024,10024,36061019100,223476,175654,Census Tract 191,New York,New York County,5213,8293,5597,5240,0,5008,205,27,357,357,0,357,0,0,2696,2402,0,2265,137,294,321,3.9,0.5,0.0,10.9,390374.35546875,2672.23380030994
