Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total households,All Households that Have One or More Types of Computing Devices,All Households that Have a Desktop or Laptop,Households that have a Desktop or Laptop with No Other Type of Computing Device,All Households that Have a Smartphone,Households that Have a Smartphone with No Other Type of Computing Device,All Households that Have a Tablet or Other Portable Wireless Computer,Households that Have a Tablet or Other Portable Wireless Computer with No Other Type of Computing Device,All Households that Have an Other Computer,Households that Have an Other Computer with No Other Type of Computing Device,Households that Have No Computer,"Percent of Households that Have No Computer, Smartphone, or Tablet",All Households with an Internet Subscription,Households with Dial-up with No Other Type of Internet Subscription,Households with Broadband of Any Type,All Households with Cellular Data Plan,Households with Cellular Data Plan with No Other Type of Internet Subscription,"All Households with Broadband such as Cable, Fiber Optic or DSL","Households with Broadband such as Cable, Fiber Optic or DSL with No Other Type of Internet Subscription",All Households with Satellite Internet Service,Households with Satellite Internet Service with No Other Type of Internet Subscription,Households with Other Service with No Other Type of Internet Subscription,Households with Internet Access without a Subscription,Households with No Internet Access,Percent of Households with No Internet Access,Shape Area,Shape Length
49712,10024,10024,36061016100,155741,0,Census Tract 161,New York,New York County,3443,3313,3165,97,3106,27,2550,0,414,0,130,3.8,3207,25,3182,2596,290,2850,586,92,0,0,97,139,4.0,271886.4375,2303.61458702779
49713,10029,10029,36061016200,272018,832556,Census Tract 162,New York,New York County,4123,3198,2648,411,2617,306,1672,25,99,0,925,22.4,2761,15,2746,2068,529,2193,662,30,0,0,96,1266,30.7,554636.94921875,6321.8647272137905
49714,10023,10023,36061016300,263616,352996,Census Tract 163,New York,New York County,3522,3268,3268,210,2996,0,2453,0,245,0,254,7.2,3136,0,3136,2636,6,3052,471,112,29,0,65,321,9.1,460250.1171875,3283.1834327730603
49714,10024,10024,36061016300,263616,352996,Census Tract 163,New York,New York County,3522,3268,3268,210,2996,0,2453,0,245,0,254,7.2,3136,0,3136,2636,6,3052,471,112,29,0,65,321,9.1,460250.1171875,3283.1834327730603
49715,10029,10029,36061016400,177390,0,Census Tract 164,New York,New York County,3047,2400,1849,193,2104,383,1207,34,35,0,647,21.2,2232,0,2232,1632,340,1861,557,53,0,0,90,725,23.8,309748.31640625,2229.50836185053
49716,10024,10024,36061016500,204317,0,Census Tract 165,New York,New York County,3195,2982,2927,99,2798,0,2403,0,273,0,213,6.7,2987,0,2987,2557,285,2668,401,117,17,0,13,195,6.1,356714.65234375,2534.4571623344395
49717,10029,10029,36061016600,174218,0,Census Tract 166,New York,New York County,2904,2453,2065,167,2227,149,1464,14,14,0,451,15.5,2184,0,2184,1557,317,1848,559,54,0,0,83,637,21.9,304230.65234375,2300.26659502407
49718,10024,10024,36061016700,196978,141457,Census Tract 167,New York,New York County,3121,3054,2947,203,2686,0,2201,0,311,0,67,2.1,2945,17,2928,2406,130,2748,491,63,16,0,81,95,3.0,343930.15234375,2616.6410743690303
49719,10029,10029,36061016800,199278,0,Census Tract 168,New York,New York County,1843,1491,1255,174,1264,146,887,0,37,0,352,19.1,1410,0,1410,970,130,1262,440,9,0,0,8,425,23.1,348006.83203125,2523.8873355247197
49720,10024,10024,36061016900,180002,0,Census Tract 169,New York,New York County,4084,3941,3862,64,3617,23,3217,29,246,0,143,3.5,3881,0,3881,2959,170,3688,895,23,0,0,30,173,4.2,314290.7734375,2316.4834099754003
49721,10029,10029,36061017000,182917,0,Census Tract 170,New York,New York County,3588,2512,2062,174,2306,249,1499,32,79,0,1076,30.0,2416,17,2399,1654,406,1967,709,33,0,12,0,1172,32.7,319433.16796875,2263.05830453031
49722,10024,10024,36061017100,217834,194050,Census Tract 171,New York,New York County,4293,4113,3945,438,3575,34,2850,28,234,0,180,4.2,3935,0,3935,3169,129,3806,706,114,0,0,75,283,6.6,380378.37109375,2618.8743383469
49723,10029,10029,36061017200,177939,0,Census Tract 172,New York,New York County,2223,1749,1389,81,1649,194,911,0,19,0,474,21.3,1701,15,1686,1191,282,1356,495,79,0,0,28,494,22.2,310767.71875,2335.97420881903
49724,10024,10024,36061017300,178602,0,Census Tract 173,New York,New York County,4519,4273,3964,399,3603,13,2996,47,186,0,246,5.4,3830,0,3830,3048,217,3551,782,94,0,0,104,585,12.9,311869.41796875,2309.73903320517
49725,10029,10029,36061017401,100812,0,Census Tract 174.01,New York,New York County,2024,1631,1230,207,1401,292,649,23,16,0,393,19.4,1302,0,1302,955,159,1120,347,24,0,0,45,677,33.4,176074.28125,1688.93314883325
49726,10029,10029,36061017402,50730,0,Census Tract 174.02,New York,New York County,979,843,687,99,737,89,485,0,4,0,136,13.9,699,0,699,507,101,549,144,27,24,6,7,273,27.9,88608.65625,1246.96466763644
49727,10024,10024,36061017500,216905,192184,Census Tract 175,New York,New York County,4913,4701,4629,289,4326,26,3518,0,323,28,212,4.3,4414,28,4386,3394,417,3941,964,82,28,0,204,295,6.0,378748.46484375,2621.62593718543
49728,10024,10024,36061017700,174561,0,Census Tract 177,New York,New York County,4682,4304,4049,291,3830,74,3119,0,314,21,378,8.1,4012,0,4012,3099,176,3817,894,107,0,19,206,464,9.9,304836.38671875,2289.77398508409
49728,10025,10025,36061017700,174561,0,Census Tract 177,New York,New York County,4682,4304,4049,291,3830,74,3119,0,314,21,378,8.1,4012,0,4012,3099,176,3817,894,107,0,19,206,464,9.9,304836.38671875,2289.77398508409
49729,10029,10029,36061017800,248851,209809,Census Tract 178,New York,New York County,1764,1472,1247,84,1357,101,819,12,51,0,292,16.6,1305,0,1305,978,150,1138,327,0,0,0,21,438,24.8,474850.9375,4180.2643936821205
49729,10035,10035,36061017800,248851,209809,Census Tract 178,New York,New York County,1764,1472,1247,84,1357,101,819,12,51,0,292,16.6,1305,0,1305,978,150,1138,327,0,0,0,21,438,24.8,474850.9375,4180.2643936821205
49730,10024,10024,36061017900,213916,191036,Census Tract 179,New York,New York County,4446,4183,3904,263,3819,212,2537,0,199,0,263,5.9,3992,0,3992,2771,200,3685,1119,89,0,81,160,294,6.6,373591.5625,2621.97149646442
49730,10025,10025,36061017900,213916,191036,Census Tract 179,New York,New York County,4446,4183,3904,263,3819,212,2537,0,199,0,263,5.9,3992,0,3992,2771,200,3685,1119,89,0,81,160,294,6.6,373591.5625,2621.97149646442
49731,10029,10029,36061018000,212522,0,Census Tract 180,New York,New York County,3104,2675,2247,271,2336,208,1417,24,68,0,429,13.8,2375,33,2342,1446,303,2028,752,76,0,0,77,652,21.0,371168.359375,2439.50770222824
49732,10025,10025,36061018100,138455,0,Census Tract 181,New York,New York County,4461,4059,3869,380,3594,161,2686,29,109,0,402,9.0,3857,23,3834,2986,458,3376,848,71,0,0,108,496,11.1,241800.6796875,2115.7553292355396
49733,10029,10029,36061018200,176900,0,Census Tract 182,New York,New York County,3028,2560,2034,271,2174,281,1274,32,49,0,468,15.5,2301,0,2301,1655,350,1852,564,148,32,0,109,618,20.4,308994.66015625,2325.42739629764
49733,10035,10035,36061018200,176900,0,Census Tract 182,New York,New York County,3028,2560,2034,271,2174,281,1274,32,49,0,468,15.5,2301,0,2301,1655,350,1852,564,148,32,0,109,618,20.4,308994.66015625,2325.42739629764
49734,10024,10024,36061018300,224312,187898,Census Tract 183,New York,New York County,3921,3595,3507,333,3211,26,2568,0,128,0,326,8.3,3564,28,3536,2525,151,3195,829,84,0,127,35,322,8.2,391776.4296875,2660.16746198966
49734,10025,10025,36061018300,224312,187898,Census Tract 183,New York,New York County,3921,3595,3507,333,3211,26,2568,0,128,0,326,8.3,3564,28,3536,2525,151,3195,829,84,0,127,35,322,8.2,391776.4296875,2660.16746198966
49735,10029,10029,36061018400,176580,0,Census Tract 184,New York,New York County,3117,2338,1846,247,2069,294,1186,0,32,15,779,25.0,2104,0,2104,1443,398,1706,661,45,0,0,65,948,30.4,308446.57421875,2324.4381233060603
49735,10035,10035,36061018400,176580,0,Census Tract 184,New York,New York County,3117,2338,1846,247,2069,294,1186,0,32,15,779,25.0,2104,0,2104,1443,398,1706,661,45,0,0,65,948,30.4,308446.57421875,2324.4381233060603
49736,10025,10025,36061018500,130383,0,Census Tract 185,New York,New York County,2533,2422,2383,263,2061,12,1470,27,131,0,111,4.4,2330,0,2330,1677,144,2141,608,55,0,45,98,105,4.1,227718.87109375,2077.25213803282
49737,10026,10026,36061018600,121738,0,Census Tract 186,New York,New York County,2134,1558,1317,215,1343,153,820,0,93,0,576,27.0,1524,0,1524,877,162,1289,574,44,0,73,44,566,26.5,212650.52734375,1857.7944835456
49738,10024,10024,36061018700,218107,184467,Census Tract 187,New York,New York County,3941,3613,3525,210,3310,64,2499,24,249,0,328,8.3,3510,52,3458,2821,145,3313,637,20,0,0,113,318,8.1,381433.12890625,2653.1506236217897
49738,10025,10025,36061018700,218107,184467,Census Tract 187,New York,New York County,3941,3613,3525,210,3310,64,2499,24,249,0,328,8.3,3510,52,3458,2821,145,3313,637,20,0,0,113,318,8.1,381433.12890625,2653.1506236217897
49739,10029,10029,36061018800,148532,0,Census Tract 188,New York,New York County,2296,1821,1373,29,1756,90,1384,21,96,0,475,20.7,1586,21,1565,1184,144,1356,348,33,0,33,72,638,27.8,259437.15234375,2056.9068370769396
49739,10035,10035,36061018800,148532,0,Census Tract 188,New York,New York County,2296,1821,1373,29,1756,90,1384,21,96,0,475,20.7,1586,21,1565,1184,144,1356,348,33,0,33,72,638,27.8,259437.15234375,2056.9068370769396
49740,10025,10025,36061018900,265399,0,Census Tract 189,New York,New York County,4759,3926,3354,511,3304,364,2322,27,190,19,833,17.5,3227,33,3194,2129,200,2994,944,59,0,0,414,1118,23.5,463564.8359375,2728.74265857498
49741,10026,10026,36061019000,103802,0,Census Tract 190,New York,New York County,1555,1332,1243,142,1171,61,748,0,77,0,223,14.3,1285,0,1285,982,62,1126,279,57,0,24,9,261,16.8,181332.5625,1704.8113905069001
49742,10024,10024,36061019100,223476,175654,Census Tract 191,New York,New York County,4579,4310,4126,328,3852,139,3218,0,390,0,269,5.9,4060,0,4060,3231,180,3803,829,0,0,0,37,482,10.5,390374.35546875,2672.23380030994
49742,10025,10025,36061019100,223476,175654,Census Tract 191,New York,New York County,4579,4310,4126,328,3852,139,3218,0,390,0,269,5.9,4060,0,4060,3231,180,3803,829,0,0,0,37,482,10.5,390374.35546875,2672.23380030994
49743,10035,10035,36061019200,189854,175645,Census Tract 192,New York,New York County,1378,954,675,72,798,204,449,23,69,0,424,30.8,937,0,937,678,84,819,259,20,0,0,32,409,29.7,354448.23828125,3487.82826418433
49744,10025,10025,36061019300,175716,0,Census Tract 193,New York,New York County,3969,3174,2819,204,2824,167,2063,130,48,0,795,20.0,2801,33,2768,1965,147,2604,803,178,0,0,178,990,24.9,306946.890625,2296.4551186459
49744,10026,10026,36061019300,175716,0,Census Tract 193,New York,New York County,3969,3174,2819,204,2824,167,2063,130,48,0,795,20.0,2801,33,2768,1965,147,2604,803,178,0,0,178,990,24.9,306946.890625,2296.4551186459
49745,10035,10035,36061019400,175052,0,Census Tract 194,New York,New York County,2602,1742,1454,346,1275,168,786,33,61,0,860,33.1,1496,17,1479,882,176,1255,564,40,0,0,135,971,37.3,305786.9765625,2219.76208419452
49746,10024,10024,36061019500,218436,166301,Census Tract 195,New York,New York County,3229,3041,2977,159,2698,0,2051,14,182,0,188,5.8,2927,0,2927,2269,110,2817,658,48,0,0,93,209,6.5,381600.72265625,2653.19198935051
49746,10025,10025,36061019500,218436,166301,Census Tract 195,New York,New York County,3229,3041,2977,159,2698,0,2051,14,182,0,188,5.8,2927,0,2927,2269,110,2817,658,48,0,0,93,209,6.5,381600.72265625,2653.19198935051
49747,10035,10035,36061019600,177186,0,Census Tract 196,New York,New York County,1629,888,735,140,712,100,399,10,24,0,741,45.5,769,6,763,479,121,642,252,8,0,0,32,828,50.8,309539.61328125,2329.35696801731
49748,10025,10025,36061019701,235976,0,Census Tract 197.01,New York,New York County,329,314,284,4,281,8,262,18,7,0,15,4.6,288,0,288,227,11,259,58,21,3,0,22,19,5.8,412269.5234375,4139.67604293493
49748,10026,10026,36061019701,235976,0,Census Tract 197.01,New York,New York County,329,314,284,4,281,8,262,18,7,0,15,4.6,288,0,288,227,11,259,58,21,3,0,22,19,5.8,412269.5234375,4139.67604293493
49749,10026,10026,36061019702,47396,0,Census Tract 197.02,New York,New York County,1119,920,824,63,847,18,624,10,27,0,199,17.8,857,0,857,630,86,690,204,43,7,0,32,230,20.6,82796.0390625,1296.1889934780802
49750,10035,10035,36061019800,225452,0,Census Tract 198,New York,New York County,1282,1053,992,110,939,53,654,0,65,0,229,17.9,1048,15,1033,775,126,907,250,0,0,0,0,234,18.3,393871.078125,2722.8834617207503
49751,10024,10024,36061019900,226590,192056,Census Tract 199,New York,New York County,3073,2846,2822,163,2610,0,1952,0,184,0,227,7.4,2567,0,2567,2002,92,2409,491,62,17,40,282,224,7.3,395872.2109375,2704.21498565226
49751,10025,10025,36061019900,226590,192056,Census Tract 199,New York,New York County,3073,2846,2822,163,2610,0,1952,0,184,0,227,7.4,2567,0,2567,2002,92,2409,491,62,17,40,282,224,7.3,395872.2109375,2704.21498565226
49752,10026,10026,36061020000,129287,0,Census Tract 200,New York,New York County,1319,1153,1121,58,1064,8,695,9,95,0,166,12.6,1139,42,1097,657,34,1008,440,54,0,0,8,172,13.0,225876.55859375,2721.4888865133803
49752,10027,10027,36061020000,129287,0,Census Tract 200,New York,New York County,1319,1153,1121,58,1064,8,695,9,95,0,166,12.6,1139,42,1097,657,34,1008,440,54,0,0,8,172,13.0,225876.55859375,2721.4888865133803
49753,10025,10025,36061020101,55127,0,Census Tract 201.01,New York,New York County,271,271,266,7,256,5,186,0,0,0,0,0.0,218,0,218,187,6,199,23,0,0,8,45,8,3.0,96315.6015625,1342.0010677914302
49753,10027,10027,36061020101,55127,0,Census Tract 201.01,New York,New York County,271,271,266,7,256,5,186,0,0,0,0,0.0,218,0,218,187,6,199,23,0,0,8,45,8,3.0,96315.6015625,1342.0010677914302
49754,10026,10026,36061020102,83350,0,Census Tract 201.02,New York,New York County,1774,1586,1524,182,1395,26,876,0,63,0,188,10.6,1474,11,1463,1053,83,1380,410,32,0,0,21,279,15.7,145618.61328125,1509.83953831181
49755,10027,10027,36061020300,178223,0,Census Tract 203,New York,New York County,344,314,289,4,299,25,189,0,11,0,30,8.7,251,0,251,172,28,202,79,24,0,0,57,36,10.5,311401.1484375,2444.8881509766297
49756,10024,10024,36061020500,281121,374540,Census Tract 205,New York,New York County,1125,1066,1037,158,870,0,727,0,45,19,59,5.2,938,9,929,639,19,872,252,9,0,38,128,59,5.2,491208.81640625,2894.62720479859
49756,10025,10025,36061020500,281121,374540,Census Tract 205,New York,New York County,1125,1066,1037,158,870,0,727,0,45,19,59,5.2,938,9,929,639,19,872,252,9,0,38,128,59,5.2,491208.81640625,2894.62720479859
49756,10027,10027,36061020500,281121,374540,Census Tract 205,New York,New York County,1125,1066,1037,158,870,0,727,0,45,19,59,5.2,938,9,929,639,19,872,252,9,0,38,128,59,5.2,491208.81640625,2894.62720479859
49756,10115,10027,36061020500,281121,374540,Census Tract 205,New York,New York County,1125,1066,1037,158,870,0,727,0,45,19,59,5.2,938,9,929,639,19,872,252,9,0,38,128,59,5.2,491208.81640625,2894.62720479859
49757,10035,10035,36061020600,148748,0,Census Tract 206,New York,New York County,1574,1282,1159,128,1107,87,539,9,118,0,292,18.6,1094,0,1094,823,120,944,252,60,0,0,49,431,27.4,259897.82421875,2084.5939591229503
49757,10037,10037,36061020600,148748,0,Census Tract 206,New York,New York County,1574,1282,1159,128,1107,87,539,9,118,0,292,18.6,1094,0,1094,823,120,944,252,60,0,0,49,431,27.4,259897.82421875,2084.5939591229503
49758,10027,10027,36061020701,47273,0,Census Tract 207.01,New York,New York County,1189,1139,1129,92,985,0,729,10,53,0,50,4.2,1029,10,1019,836,25,916,172,30,0,11,110,50,4.2,82600.55859375,1212.18312002953
49759,10027,10027,36061020800,148566,0,Census Tract 208,New York,New York County,2271,1938,1599,148,1790,306,1080,0,88,0,333,14.7,1836,0,1836,1473,373,1408,363,16,0,0,53,382,16.8,259592.40234375,2085.36651290853
49759,10037,10037,36061020800,148566,0,Census Tract 208,New York,New York County,2271,1938,1599,148,1790,306,1080,0,88,0,333,14.7,1836,0,1836,1473,373,1408,363,16,0,0,53,382,16.8,259592.40234375,2085.36651290853
49760,10027,10027,36061020901,115806,0,Census Tract 209.01,New York,New York County,1530,1015,723,165,791,191,352,9,42,35,515,33.7,864,0,864,558,147,674,281,34,7,9,19,647,42.3,202361.84375,1936.9928723081698
49761,10037,10037,36061021000,203715,116287,Census Tract 210,New York,New York County,3161,2549,2329,580,1824,70,1328,15,110,0,612,19.4,2200,27,2173,1333,130,1992,770,208,51,0,177,784,24.8,379805.9296875,3572.3403865626
49762,10024,10024,36061021100,347998,307945,Census Tract 211,New York,New York County,4127,3550,3353,235,3258,100,2062,0,117,36,577,14.0,3240,0,3240,2348,73,2990,873,32,0,0,187,700,17.0,608143.3515625,3080.06421210157
49762,10027,10027,36061021100,347998,307945,Census Tract 211,New York,New York County,4127,3550,3353,235,3258,100,2062,0,117,36,577,14.0,3240,0,3240,2348,73,2990,873,32,0,0,187,700,17.0,608143.3515625,3080.06421210157
49763,10037,10037,36061021200,176416,0,Census Tract 212,New York,New York County,2548,2248,2057,201,1977,104,1421,20,268,0,300,11.8,2078,0,2078,1443,115,1903,595,75,25,0,127,343,13.5,308292.05078125,2321.77494912863
49764,10027,10027,36061021303,153292,0,Census Tract 213.03,New York,New York County,2334,1903,1784,326,1541,119,856,0,19,0,431,18.5,1801,0,1801,1191,147,1631,610,9,0,0,48,485,20.8,267887.70703125,2924.35159267329
49764,10031,10031,36061021303,153292,0,Census Tract 213.03,New York,New York County,2334,1903,1784,326,1541,119,856,0,19,0,431,18.5,1801,0,1801,1191,147,1631,610,9,0,0,48,485,20.8,267887.70703125,2924.35159267329
49765,10037,10037,36061021400,135562,0,Census Tract 214,New York,New York County,1977,1734,1531,220,1434,120,928,31,128,0,243,12.3,1617,0,1617,1005,75,1518,612,43,0,0,6,354,17.9,236927.6875,1993.85211281513
49765,10039,10039,36061021400,135562,0,Census Tract 214,New York,New York County,1977,1734,1531,220,1434,120,928,31,128,0,243,12.3,1617,0,1617,1005,75,1518,612,43,0,0,6,354,17.9,236927.6875,1993.85211281513
49766,10027,10027,36061021500,69708,0,Census Tract 215,New York,New York County,1661,1467,1308,173,1243,144,638,0,41,0,194,11.7,1312,1,1311,894,96,1168,395,11,0,22,12,337,20.3,121815.953125,2029.8316750859601
49766,10030,10030,36061021500,69708,0,Census Tract 215,New York,New York County,1661,1467,1308,173,1243,144,638,0,41,0,194,11.7,1312,1,1311,894,96,1168,395,11,0,22,12,337,20.3,121815.953125,2029.8316750859601
49767,10026,10026,36061021600,173198,0,Census Tract 216,New York,New York County,3543,3269,2690,258,2904,412,1516,17,130,19,274,7.7,2863,53,2810,2084,375,2367,726,17,0,0,137,543,15.3,302548.05078125,2293.88161775941
49768,10027,10027,36061021703,313863,0,Census Tract 217.03,New York,New York County,4,4,4,0,4,0,0,0,0,0,0,0.0,4,0,4,0,0,4,4,0,0,0,0,0,0.0,548549.7421875,3778.76379215716
49768,10031,10031,36061021703,313863,0,Census Tract 217.03,New York,New York County,4,4,4,0,4,0,0,0,0,0,0,0.0,4,0,4,0,0,4,4,0,0,0,0,0,0.0,548549.7421875,3778.76379215716
49769,10026,10026,36061021800,181869,0,Census Tract 218,New York,New York County,2974,2521,2320,410,2044,127,1192,0,128,0,453,15.2,2225,0,2225,1593,151,1961,602,134,16,0,35,714,24.0,317723.2734375,2326.06909785786
49770,10027,10027,36061021900,279408,191783,Census Tract 219,New York,New York County,2186,1580,1135,213,1354,234,726,0,138,0,606,27.7,1382,0,1382,883,214,1155,456,43,13,0,50,754,34.5,499656.890625,3947.6862158464796
49770,10031,10031,36061021900,279408,191783,Census Tract 219,New York,New York County,2186,1580,1135,213,1354,234,726,0,138,0,606,27.7,1382,0,1382,883,214,1155,456,43,13,0,50,754,34.5,499656.890625,3947.6862158464796
49771,10026,10026,36061022000,174955,0,Census Tract 220,New York,New York County,2531,2192,2076,251,1869,17,1071,35,96,0,339,13.4,2106,0,2106,1305,92,1918,782,27,0,19,57,368,14.5,305663.85546875,2292.36087196594
49771,10027,10027,36061022000,174955,0,Census Tract 220,New York,New York County,2531,2192,2076,251,1869,17,1071,35,96,0,339,13.4,2106,0,2106,1305,92,1918,782,27,0,19,57,368,14.5,305663.85546875,2292.36087196594
49772,10030,10030,36061022102,99000,0,Census Tract 221.02,New York,New York County,1180,1080,1040,16,1033,29,631,0,144,0,100,8.5,996,0,996,829,56,901,154,13,0,0,69,115,9.7,173029.72265625,1973.33997588948
49773,10027,10027,36061022200,181422,0,Census Tract 222,New York,New York County,1455,1156,931,25,1102,145,520,0,64,19,299,20.5,1070,0,1070,769,123,901,277,39,0,15,47,338,23.2,316989.55078125,2325.1901510916
49774,10031,10031,36061022301,186804,131253,Census Tract 223.01,New York,New York County,2448,2184,1898,181,1957,83,1380,0,302,0,264,10.8,1876,0,1876,1523,195,1647,279,34,34,0,51,521,21.3,327100.046875,3002.52436900706
49775,10031,10031,36061022302,60095,96898,Census Tract 223.02,New York,New York County,1526,1123,956,197,919,59,686,0,55,7,403,26.4,1157,0,1157,807,121,1036,350,12,0,0,50,319,20.9,107578.953125,1428.5746776796
49776,10027,10027,36061022400,194691,0,Census Tract 224,New York,New York County,2872,2111,1810,200,1859,235,1082,0,51,0,761,26.5,1888,13,1875,1383,257,1503,475,86,0,17,98,886,30.8,340199.87890625,2494.9610083303196
49777,10031,10031,36061022500,262466,136149,Census Tract 225,New York,New York County,3608,3122,2645,328,2648,208,1860,78,285,0,486,13.5,2978,0,2978,2252,222,2712,679,0,0,9,69,561,15.5,458809.74609375,2987.69846662065
49778,10027,10027,36061022600,152979,0,Census Tract 226,New York,New York County,2103,1873,1572,402,1451,195,904,11,176,0,230,10.9,1506,0,1506,1054,145,1350,429,48,0,0,93,504,24.0,267332.9921875,2292.86913502908
49778,10030,10030,36061022600,152979,0,Census Tract 226,New York,New York County,2103,1873,1572,402,1451,195,904,11,176,0,230,10.9,1506,0,1506,1054,145,1350,429,48,0,0,93,504,24.0,267332.9921875,2292.86913502908
