Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population 25 Years and Over in Households,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households,All Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have No Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households,All Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households,All Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer without an Internet Subsription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over who are Not High School Graduates in Households that Have No Computer,Percent of Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Percent of Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Shape Area,Shape Length
49070,11234,11234,36047072800,212050,0,Census Tract 728,New York,Kings County,2693,196,132,0,132,0,64,1656,1451,0,1420,31,205,841,804,10,689,105,37,306,11.4,32.7,12.4,4.4,368529.625,3037.62060776689
49071,11234,11234,36047073000,185015,0,Census Tract 730,New York,Kings County,1737,131,131,0,107,24,0,934,815,0,803,12,119,672,661,0,623,38,11,130,7.5,0.0,12.7,1.6,321517.984375,3107.54325733425
49072,11210,11210,36047073200,160035,0,Census Tract 732,New York,Kings County,1676,199,163,0,155,8,36,1025,887,0,803,84,138,452,426,0,384,42,26,200,11.9,18.1,13.5,5.8,278118.40234375,2229.21437082088
49072,11234,11234,36047073200,160035,0,Census Tract 732,New York,Kings County,1676,199,163,0,155,8,36,1025,887,0,803,84,138,452,426,0,384,42,26,200,11.9,18.1,13.5,5.8,278118.40234375,2229.21437082088
49073,11210,11210,36047073400,151105,0,Census Tract 734,New York,Kings County,1431,114,105,0,100,5,9,721,681,0,663,18,40,596,586,0,566,20,10,59,4.1,7.9,5.5,1.7,262601.15625,2085.25550781504
49074,11210,11210,36047073600,178018,0,Census Tract 736,New York,Kings County,2365,249,204,0,204,0,45,1472,1399,0,1334,65,73,644,644,0,644,0,0,118,5.0,18.1,5.0,0.0,309336.90234375,2333.92469687487
49074,11234,11234,36047073600,178018,0,Census Tract 736,New York,Kings County,2365,249,204,0,204,0,45,1472,1399,0,1334,65,73,644,644,0,644,0,0,118,5.0,18.1,5.0,0.0,309336.90234375,2333.92469687487
49075,11210,11210,36047073800,180579,0,Census Tract 738,New York,Kings County,2470,373,318,0,290,28,55,1257,1078,0,1000,78,179,840,790,0,726,64,50,284,11.5,14.7,14.2,6.0,313770.73828125,2330.52456985051
49075,11234,11234,36047073800,180579,0,Census Tract 738,New York,Kings County,2470,373,318,0,290,28,55,1257,1078,0,1000,78,179,840,790,0,726,64,50,284,11.5,14.7,14.2,6.0,313770.73828125,2330.52456985051
49076,11210,11210,36047074000,162388,0,Census Tract 740,New York,Kings County,2313,322,241,0,225,16,81,1388,1271,0,1235,36,117,603,581,0,501,80,22,220,9.5,25.2,8.4,3.6,282204.2109375,2257.12719008813
49077,11210,11210,36047074200,174327,0,Census Tract 742,New York,Kings County,1999,210,199,0,185,14,11,1216,1159,0,1058,101,57,573,542,0,542,0,31,99,5.0,5.2,4.7,5.4,302949.921875,2276.8853566329603
49078,11210,11210,36047074400,170075,0,Census Tract 744,New York,Kings County,1364,69,69,0,69,0,0,685,677,0,649,28,8,610,610,0,576,34,0,8,0.6,0.0,1.2,0.0,295519.84375,2287.0762458652202
49079,11210,11210,36047074600,202040,0,Census Tract 746,New York,Kings County,1615,124,117,0,117,0,7,942,904,0,886,18,38,549,546,0,490,56,3,48,3.0,5.6,4.0,0.5,351019.58984375,3135.6637423697102
49079,11234,11234,36047074600,202040,0,Census Tract 746,New York,Kings County,1615,124,117,0,117,0,7,942,904,0,886,18,38,549,546,0,490,56,3,48,3.0,5.6,4.0,0.5,351019.58984375,3135.6637423697102
49080,11210,11210,36047074800,176549,0,Census Tract 748,New York,Kings County,1099,84,59,0,54,5,25,465,417,0,411,6,48,550,527,0,499,28,23,96,8.7,29.8,10.3,4.2,306762.85546875,2283.0726961359696
49081,11210,11210,36047075000,173420,0,Census Tract 750,New York,Kings County,1557,81,81,0,62,19,0,862,754,0,632,122,108,614,582,20,554,8,32,140,9.0,0.0,12.5,5.2,301370.05078125,2266.79717885828
49082,11210,11210,36047075200,173194,0,Census Tract 752,New York,Kings County,648,77,55,0,46,9,22,156,146,0,141,5,10,415,415,0,370,45,0,32,4.9,28.6,6.4,0.0,300975.55078125,2266.8524101319604
49083,11210,11210,36047075400,173457,0,Census Tract 754,New York,Kings County,892,40,40,0,9,31,0,388,388,0,354,34,0,464,449,0,395,54,15,15,1.7,0.0,0.0,3.2,301387.97265625,2267.0500585743603
49084,11210,11210,36047075600,173546,0,Census Tract 756,New York,Kings County,1303,68,39,0,39,0,29,505,462,0,448,14,43,730,712,0,692,20,18,90,6.9,42.6,8.5,2.5,301503.953125,2245.09730767168
49084,11229,11229,36047075600,173546,0,Census Tract 756,New York,Kings County,1303,68,39,0,39,0,29,505,462,0,448,14,43,730,712,0,692,20,18,90,6.9,42.6,8.5,2.5,301503.953125,2245.09730767168
49085,11210,11210,36047075800,205258,0,Census Tract 758,New York,Kings County,1140,47,47,0,16,31,0,453,400,0,340,60,53,640,626,0,538,88,14,67,5.9,0.0,11.7,2.2,356588.9140625,2571.30448836003
49085,11230,11230,36047075800,205258,0,Census Tract 758,New York,Kings County,1140,47,47,0,16,31,0,453,400,0,340,60,53,640,626,0,538,88,14,67,5.9,0.0,11.7,2.2,356588.9140625,2571.30448836003
49086,11210,11210,36047076000,181582,0,Census Tract 760,New York,Kings County,1788,212,182,0,147,35,30,665,642,0,515,127,23,911,807,0,751,56,104,157,8.8,14.2,3.5,11.4,315503.765625,2549.62977003263
49086,11230,11230,36047076000,181582,0,Census Tract 760,New York,Kings County,1788,212,182,0,147,35,30,665,642,0,515,127,23,911,807,0,751,56,104,157,8.8,14.2,3.5,11.4,315503.765625,2549.62977003263
49087,11210,11210,36047076200,188043,0,Census Tract 762,New York,Kings County,2896,563,443,139,278,26,120,1006,850,1,790,59,156,1327,1203,27,1120,56,124,400,13.8,21.3,15.5,9.3,326771.1796875,2340.73437854508
49087,11230,11230,36047076200,188043,0,Census Tract 762,New York,Kings County,2896,563,443,139,278,26,120,1006,850,1,790,59,156,1327,1203,27,1120,56,124,400,13.8,21.3,15.5,9.3,326771.1796875,2340.73437854508
49088,11230,11230,36047076400,161588,0,Census Tract 764,New York,Kings County,2614,309,232,0,204,28,77,1297,1134,11,971,152,163,1008,973,0,946,27,35,275,10.5,24.9,12.6,3.5,280853.4296875,2830.09608769563
49089,11210,11210,36047076600,82578,0,Census Tract 766,New York,Kings County,1560,192,184,0,170,14,8,901,873,0,797,76,28,467,467,0,409,58,0,36,2.3,4.2,3.1,0.0,143532.94921875,1811.31162192478
49089,11230,11230,36047076600,82578,0,Census Tract 766,New York,Kings County,1560,192,184,0,170,14,8,901,873,0,797,76,28,467,467,0,409,58,0,36,2.3,4.2,3.1,0.0,143532.94921875,1811.31162192478
49090,11230,11230,36047076800,303359,0,Census Tract 768,New York,Kings County,1970,216,133,0,85,48,83,857,787,0,500,287,70,897,805,0,738,67,92,245,12.4,38.4,8.2,10.3,527058.26953125,3617.49378108761
49091,11210,11210,36047077000,163284,0,Census Tract 770,New York,Kings County,1769,184,184,0,177,7,0,788,705,0,602,103,83,797,786,0,763,23,11,94,5.3,0.0,10.5,1.4,283835.97265625,2861.03480278628
49092,11210,11210,36047077200,404333,0,Census Tract 772,New York,Kings County,2048,187,156,0,135,21,31,1117,993,0,950,43,124,744,730,0,724,6,14,169,8.3,16.6,11.1,1.9,702755.828125,4174.68437388665
49092,11230,11230,36047077200,404333,0,Census Tract 772,New York,Kings County,2048,187,156,0,135,21,31,1117,993,0,950,43,124,744,730,0,724,6,14,169,8.3,16.6,11.1,1.9,702755.828125,4174.68437388665
49093,11210,11210,36047077400,147764,0,Census Tract 774,New York,Kings County,2183,299,299,0,279,20,0,1181,1116,0,1059,57,65,703,703,0,676,27,0,65,3.0,0.0,5.5,0.0,256820.875,3142.0301868193105
49094,11210,11210,36047077600,186545,0,Census Tract 776,New York,Kings County,2964,303,230,0,230,0,73,1308,1202,0,1139,63,106,1353,1341,0,1294,47,12,191,6.4,24.1,8.1,0.9,324216.54296875,2639.28042812999
49095,11210,11210,36047078000,164534,0,Census Tract 780,New York,Kings County,1690,160,143,0,143,0,17,1033,973,0,935,38,60,497,491,0,485,6,6,83,4.9,10.6,5.8,1.2,285996.0,2200.91657731683
49096,11210,11210,36047078200,168304,0,Census Tract 782,New York,Kings County,3344,442,392,0,359,33,50,1973,1777,0,1577,200,196,929,919,0,910,9,10,256,7.7,11.3,9.9,1.1,292578.22265625,2388.52432250852
49097,11210,11210,36047078400,167427,0,Census Tract 784,New York,Kings County,1853,151,120,0,120,0,31,1041,936,0,877,59,105,661,640,0,640,0,21,157,8.5,20.5,10.1,3.2,291020.73046875,2214.99665686998
49098,11210,11210,36047078600,171071,0,Census Tract 786,New York,Kings County,3363,573,406,0,391,15,167,1887,1765,0,1571,194,122,903,798,0,748,50,105,394,11.7,29.1,6.5,11.6,297357.2890625,2374.51797511317
49099,11210,11210,36047078800,157114,0,Census Tract 788,New York,Kings County,1973,281,236,0,112,124,45,1243,1148,0,900,248,95,449,439,0,303,136,10,150,7.6,16.0,7.6,2.2,273120.02734375,2372.85502867448
49100,11226,11226,36047079000,182988,0,Census Tract 790,New York,Kings County,3243,470,254,0,146,108,216,2164,1838,31,1576,231,326,609,568,0,527,41,41,583,18.0,46.0,15.1,6.7,318134.87890625,2395.01471518896
49101,11226,11226,36047079200,216691,0,Census Tract 792,New York,Kings County,2259,321,210,0,193,17,111,1323,986,0,904,82,337,615,526,0,491,35,89,537,23.8,34.6,25.5,14.5,376769.73828125,2453.97799391973
49102,11226,11226,36047079400,222181,0,Census Tract 794,New York,Kings County,1183,242,179,0,153,26,63,709,566,0,486,80,143,232,220,0,220,0,12,218,18.4,26.0,20.2,5.2,386360.06640625,2517.85913942346
49103,11225,11225,36047079601,110399,0,Census Tract 796.01,New York,Kings County,3569,297,265,0,213,52,32,2104,1782,0,1654,128,322,1168,1168,0,1136,32,0,354,9.9,10.8,15.3,0.0,192022.625,1761.99566517441
49103,11226,11226,36047079601,110399,0,Census Tract 796.01,New York,Kings County,3569,297,265,0,213,52,32,2104,1782,0,1654,128,322,1168,1168,0,1136,32,0,354,9.9,10.8,15.3,0.0,192022.625,1761.99566517441
49104,11226,11226,36047079602,134994,0,Census Tract 796.02,New York,Kings County,3236,413,322,0,210,112,91,1747,1544,0,1173,371,203,1076,1003,10,964,29,73,367,11.3,22.0,11.6,6.8,234774.52734375,2028.58036442263
49105,11225,11225,36047079801,129680,0,Census Tract 798.01,New York,Kings County,2159,169,103,0,80,23,66,730,679,0,637,42,51,1260,1254,0,1191,63,6,123,5.7,39.1,7.0,0.5,225581.3125,1915.83475735395
49106,11225,11225,36047079802,106372,0,Census Tract 798.02,New York,Kings County,4387,698,506,0,355,151,192,1771,1472,0,1257,215,299,1918,1918,0,1863,55,0,491,11.2,27.5,16.9,0.0,185025.73828125,2120.35941462531
49106,11226,11226,36047079802,106372,0,Census Tract 798.02,New York,Kings County,4387,698,506,0,355,151,192,1771,1472,0,1257,215,299,1918,1918,0,1863,55,0,491,11.2,27.5,16.9,0.0,185025.73828125,2120.35941462531
49107,11225,11225,36047080000,173679,0,Census Tract 800,New York,Kings County,2726,328,205,0,196,9,123,1270,1018,8,969,41,252,1128,1072,0,1072,0,56,431,15.8,37.5,19.8,5.0,302125.34375,2260.64555374142
49108,11225,11225,36047080200,185243,0,Census Tract 802,New York,Kings County,3601,337,148,0,118,30,189,2038,1774,0,1640,134,264,1226,1075,0,1033,42,151,604,16.8,56.1,13.0,12.3,322214.71875,2317.2382616149102
49108,11226,11226,36047080200,185243,0,Census Tract 802,New York,Kings County,3601,337,148,0,118,30,189,2038,1774,0,1640,134,264,1226,1075,0,1033,42,151,604,16.8,56.1,13.0,12.3,322214.71875,2317.2382616149102
49109,11225,11225,36047080400,189757,0,Census Tract 804,New York,Kings County,2396,482,345,0,323,22,137,1261,985,0,789,196,276,653,633,0,633,0,20,433,18.1,28.4,21.9,3.1,330077.203125,2690.1968881680605
49109,11226,11226,36047080400,189757,0,Census Tract 804,New York,Kings County,2396,482,345,0,323,22,137,1261,985,0,789,196,276,653,633,0,633,0,20,433,18.1,28.4,21.9,3.1,330077.203125,2690.1968881680605
49110,11203,11203,36047080600,166299,0,Census Tract 806,New York,Kings County,2287,123,78,0,59,19,45,1402,1250,0,1181,69,152,762,762,0,746,16,0,197,8.6,36.6,10.8,0.0,289295.23828125,2417.13471882088
49110,11225,11225,36047080600,166299,0,Census Tract 806,New York,Kings County,2287,123,78,0,59,19,45,1402,1250,0,1181,69,152,762,762,0,746,16,0,197,8.6,36.6,10.8,0.0,289295.23828125,2417.13471882088
49111,11203,11203,36047080800,321836,0,Census Tract 808,New York,Kings County,444,155,34,0,3,31,121,235,125,0,100,25,110,54,42,0,34,8,12,243,54.7,78.1,46.8,22.2,559797.3828125,4818.289939180921
49112,11203,11203,36047081000,162414,0,Census Tract 810,New York,Kings County,1559,135,60,0,41,19,75,988,892,0,791,101,96,436,421,0,410,11,15,186,11.9,55.6,9.7,3.4,282517.7890625,2640.89651333532
49113,11203,11203,36047081400,170174,0,Census Tract 814,New York,Kings County,1979,259,223,0,199,24,36,1259,1169,0,1059,110,90,461,430,0,376,54,31,157,7.9,13.9,7.1,6.7,295968.9375,2243.73967900746
49114,11203,11203,36047081600,179640,0,Census Tract 816,New York,Kings County,1698,200,136,0,109,27,64,1130,853,0,774,79,277,368,358,0,354,4,10,351,20.7,32.0,24.5,2.7,312429.20703125,2445.0594145299397
49115,11203,11203,36047081800,157918,0,Census Tract 818,New York,Kings County,3327,262,210,0,210,0,52,1985,1646,0,1301,345,339,1080,998,0,950,48,82,473,14.2,19.8,17.1,7.6,274645.0546875,2229.17530233807
49115,11226,11226,36047081800,157918,0,Census Tract 818,New York,Kings County,3327,262,210,0,210,0,52,1985,1646,0,1301,345,339,1080,998,0,950,48,82,473,14.2,19.8,17.1,7.6,274645.0546875,2229.17530233807
49116,11226,11226,36047082000,148600,0,Census Tract 820,New York,Kings County,3367,496,346,0,302,44,150,2254,1703,0,1474,229,551,617,617,9,598,10,0,701,20.8,30.2,24.4,0.0,258442.65234375,2245.17692732283
49117,11226,11226,36047082200,169861,0,Census Tract 822,New York,Kings County,5305,849,663,0,469,194,186,3240,2459,0,1595,864,781,1216,1138,0,990,148,78,1045,19.7,21.9,24.1,6.4,295418.125,2330.54576585684
49118,11203,11203,36047082400,214344,0,Census Tract 824,New York,Kings County,2932,343,243,10,226,7,100,1893,1553,0,1481,72,340,696,665,0,665,0,31,471,16.1,29.2,18.0,4.5,372730.83203125,2446.02460993043
49118,11226,11226,36047082400,214344,0,Census Tract 824,New York,Kings County,2932,343,243,10,226,7,100,1893,1553,0,1481,72,340,696,665,0,665,0,31,471,16.1,29.2,18.0,4.5,372730.83203125,2446.02460993043
49119,11203,11203,36047082600,199092,0,Census Tract 826,New York,Kings County,3775,600,435,0,368,67,165,2160,1663,0,1474,189,497,1015,977,0,905,72,38,700,18.5,27.5,23.0,3.7,346171.56640625,2364.06012704925
49119,11226,11226,36047082600,199092,0,Census Tract 826,New York,Kings County,3775,600,435,0,368,67,165,2160,1663,0,1474,189,497,1015,977,0,905,72,38,700,18.5,27.5,23.0,3.7,346171.56640625,2364.06012704925
49120,11210,11210,36047082800,156676,0,Census Tract 828,New York,Kings County,2611,337,300,0,285,15,37,1585,1367,0,1255,112,218,689,563,0,522,41,126,381,14.6,11.0,13.8,18.3,272387.0546875,2228.0507913238503
49120,11226,11226,36047082800,156676,0,Census Tract 828,New York,Kings County,2611,337,300,0,285,15,37,1585,1367,0,1255,112,218,689,563,0,522,41,126,381,14.6,11.0,13.8,18.3,272387.0546875,2228.0507913238503
49121,11203,11203,36047083000,201784,0,Census Tract 830,New York,Kings County,4062,610,500,0,471,29,110,2402,2092,0,2003,89,310,1050,1035,0,1035,0,15,435,10.7,18.0,12.9,1.4,350811.94140625,2652.7687793866103
49121,11210,11210,36047083000,201784,0,Census Tract 830,New York,Kings County,4062,610,500,0,471,29,110,2402,2092,0,2003,89,310,1050,1035,0,1035,0,15,435,10.7,18.0,12.9,1.4,350811.94140625,2652.7687793866103
49121,11226,11226,36047083000,201784,0,Census Tract 830,New York,Kings County,4062,610,500,0,471,29,110,2402,2092,0,2003,89,310,1050,1035,0,1035,0,15,435,10.7,18.0,12.9,1.4,350811.94140625,2652.7687793866103
49122,11203,11203,36047083200,145549,0,Census Tract 832,New York,Kings County,1474,206,185,11,174,0,21,901,788,6,767,15,113,367,357,5,352,0,10,144,9.8,10.2,12.5,2.7,253046.6171875,2215.8618919615697
49123,11203,11203,36047083400,125994,0,Census Tract 834,New York,Kings County,1096,149,120,0,106,14,29,757,650,0,617,33,107,190,183,0,183,0,7,143,13.0,19.5,14.1,3.7,219051.61328125,2007.2793372686801
49124,11203,11203,36047083600,208197,0,Census Tract 836,New York,Kings County,1519,163,150,0,133,17,13,928,779,0,748,31,149,428,398,7,382,9,30,192,12.6,8.0,16.1,7.0,361920.125,2422.4224871404
49124,11210,11210,36047083600,208197,0,Census Tract 836,New York,Kings County,1519,163,150,0,133,17,13,928,779,0,748,31,149,428,398,7,382,9,30,192,12.6,8.0,16.1,7.0,361920.125,2422.4224871404
49125,11203,11203,36047083800,166942,0,Census Tract 838,New York,Kings County,1672,218,185,12,158,15,33,1014,907,13,868,26,107,440,377,0,369,8,63,203,12.1,15.1,10.6,14.3,290243.50390625,2215.64651745057
49126,11203,11203,36047084000,170057,0,Census Tract 840,New York,Kings County,1706,235,189,0,156,33,46,1217,1109,0,1009,100,108,254,230,0,212,18,24,178,10.4,19.6,8.9,9.4,295660.32421875,2231.5096922572698
49127,11203,11203,36047084600,166530,0,Census Tract 846,New York,Kings County,1348,78,72,6,60,6,6,948,859,6,836,17,89,322,277,0,261,16,45,140,10.4,7.7,9.4,14.0,289528.8203125,2179.7196608044896
49128,11203,11203,36047084800,137501,0,Census Tract 848,New York,Kings County,1186,133,111,0,111,0,22,727,630,0,587,43,97,326,320,0,309,11,6,125,10.5,16.5,13.3,1.8,239092.890625,1969.4523271852104
49129,11203,11203,36047085000,144613,0,Census Tract 850,New York,Kings County,1011,50,50,0,50,0,0,725,646,0,538,108,79,236,231,0,231,0,5,84,8.3,0.0,10.9,2.1,251450.76953125,2815.3077797081105
49130,11203,11203,36047085200,395710,0,Census Tract 852,New York,Kings County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,688081.234375,3680.7619427615996
49131,11203,11203,36047085400,128750,0,Census Tract 854,New York,Kings County,1364,150,72,0,60,12,78,863,717,0,707,10,146,351,345,0,339,6,6,230,16.9,52.0,16.9,1.7,223861.50390625,2942.46477927837
49132,11203,11203,36047085600,158646,0,Census Tract 856,New York,Kings County,2499,318,182,0,133,49,136,1588,1333,24,1290,19,255,593,550,0,526,24,43,434,17.4,42.8,16.1,7.3,275875.09375,2516.67259798171
49133,11203,11203,36047085800,138512,0,Census Tract 858,New York,Kings County,1626,181,120,0,120,0,61,1119,978,0,907,71,141,326,326,0,314,12,0,202,12.4,33.7,12.6,0.0,240875.46875,2292.22809434554
49134,11203,11203,36047086000,175366,0,Census Tract 860,New York,Kings County,2476,292,176,10,166,0,116,1698,1477,9,1398,70,221,486,486,0,461,25,0,337,13.6,39.7,13.0,0.0,304964.09765625,2337.71881919963
49135,11203,11203,36047086200,140147,0,Census Tract 862,New York,Kings County,1831,293,183,0,132,51,110,1160,893,0,768,125,267,378,364,0,322,42,14,391,21.4,37.5,23.0,3.7,243719.83984375,1980.1449722879602
49136,11203,11203,36047086400,150824,0,Census Tract 864,New York,Kings County,1582,102,86,0,74,12,16,1181,981,0,922,59,200,299,299,0,270,29,0,216,13.7,15.7,16.9,0.0,262319.75390625,2166.83369231619
49136,11212,11212,36047086400,150824,0,Census Tract 864,New York,Kings County,1582,102,86,0,74,12,16,1181,981,0,922,59,200,299,299,0,270,29,0,216,13.7,15.7,16.9,0.0,262319.75390625,2166.83369231619
49137,11203,11203,36047086600,156523,0,Census Tract 866,New York,Kings County,2124,352,252,0,195,57,100,1164,1025,0,937,88,139,608,608,0,528,80,0,239,11.3,28.4,11.9,0.0,272246.87109375,3025.0516772560304
49137,11212,11212,36047086600,156523,0,Census Tract 866,New York,Kings County,2124,352,252,0,195,57,100,1164,1025,0,937,88,139,608,608,0,528,80,0,239,11.3,28.4,11.9,0.0,272246.87109375,3025.0516772560304
49138,11203,11203,36047086800,174581,0,Census Tract 868,New York,Kings County,2123,426,263,0,263,0,163,1318,1060,0,1028,32,258,379,356,0,329,27,23,444,20.9,38.3,19.6,6.1,303634.82421875,2254.56171925513
49139,11203,11203,36047087000,155718,0,Census Tract 870,New York,Kings County,2142,290,164,0,131,33,126,1199,930,0,811,119,269,653,605,0,574,31,48,443,20.7,43.4,22.4,7.4,270828.31640625,2270.42361069503
49140,11203,11203,36047087200,147204,0,Census Tract 872,New York,Kings County,1946,176,135,0,135,0,41,1243,1073,0,959,114,170,527,465,0,456,9,62,273,14.0,23.3,13.7,11.8,256017.546875,2255.92478699618
49141,11203,11203,36047087401,130596,0,Census Tract 874.01,New York,Kings County,2315,547,355,47,290,18,192,1169,866,0,802,64,303,599,505,0,505,0,94,589,25.4,35.1,25.9,15.7,227176.64453125,2164.58790824065
49142,11203,11203,36047087600,142213,0,Census Tract 876,New York,Kings County,1233,140,111,0,111,0,29,712,523,0,473,50,189,381,381,0,376,5,0,218,17.7,20.7,26.5,0.0,247387.53515625,2170.5151046451897
49143,11203,11203,36047087800,151414,0,Census Tract 878,New York,Kings County,1528,227,81,0,62,19,146,1120,950,0,884,66,170,181,163,4,156,3,18,334,21.9,64.3,15.2,9.9,263381.19140625,2470.7775697019
49144,11203,11203,36047088000,182479,0,Census Tract 880,New York,Kings County,1878,82,73,0,65,8,9,1374,1185,0,1132,53,189,422,412,0,391,21,10,208,11.1,11.0,13.8,2.4,317439.8046875,3114.1823396025397
49144,11212,11212,36047088000,182479,0,Census Tract 880,New York,Kings County,1878,82,73,0,65,8,9,1374,1185,0,1132,53,189,422,412,0,391,21,10,208,11.1,11.0,13.8,2.4,317439.8046875,3114.1823396025397
49145,11212,11212,36047088200,203180,0,Census Tract 882,New York,Kings County,4172,673,412,0,375,37,261,2345,2156,0,2096,60,189,1154,1112,0,1112,0,42,492,11.8,38.8,8.1,3.6,353440.84765625,3511.9260562944
49146,11212,11212,36047088400,167059,0,Census Tract 884,New York,Kings County,3171,575,448,0,397,51,127,2007,1781,36,1560,185,226,589,543,0,490,53,46,399,12.6,22.1,11.3,7.8,290623.921875,2611.14312901184
49147,11212,11212,36047088600,179724,0,Census Tract 886,New York,Kings County,3105,449,308,0,206,102,141,2039,1877,0,1645,232,162,617,571,0,551,20,46,349,11.2,31.4,7.9,7.5,312612.90625,2571.5645197509803
49148,11212,11212,36047088800,201249,0,Census Tract 888,New York,Kings County,2867,435,351,0,263,88,84,1805,1528,0,1371,157,277,627,589,0,567,22,38,399,13.9,19.3,15.3,6.1,350015.203125,2610.21263629335
49148,11236,11236,36047088800,201249,0,Census Tract 888,New York,Kings County,2867,435,351,0,263,88,84,1805,1528,0,1371,157,277,627,589,0,567,22,38,399,13.9,19.3,15.3,6.1,350015.203125,2610.21263629335
49149,11212,11212,36047089000,248416,0,Census Tract 890,New York,Kings County,3420,701,496,0,451,45,205,2003,1721,0,1455,266,282,716,636,0,505,131,80,567,16.6,29.2,14.1,11.2,432087.86328125,3797.5526811077
49150,11212,11212,36047089200,179663,0,Census Tract 892,New York,Kings County,2310,565,358,0,297,61,207,1398,1134,0,902,232,264,347,269,0,269,0,78,549,23.8,36.6,18.9,22.5,312560.453125,3096.52449780489
49151,11212,11212,36047089400,172215,0,Census Tract 894,New York,Kings County,1754,239,180,0,136,44,59,1168,1016,0,867,149,152,347,339,0,269,70,8,219,12.5,24.7,13.0,2.3,299585.07421875,2530.63493096708
49152,11212,11212,36047089600,149024,0,Census Tract 896,New York,Kings County,2483,450,271,0,234,37,179,1717,1414,0,1238,176,303,316,279,0,251,28,37,519,20.9,39.8,17.6,11.7,259216.1953125,2267.2659180895103
49153,11212,11212,36047089800,154357,0,Census Tract 898,New York,Kings County,1148,138,99,0,99,0,39,762,631,0,610,21,131,248,221,0,182,39,27,197,17.2,28.3,17.2,10.9,268532.17578125,2230.9953478883103
49154,11212,11212,36047090000,246239,0,Census Tract 900,New York,Kings County,2811,724,482,0,371,111,242,1743,1526,0,1158,368,217,344,324,0,241,83,20,479,17.0,33.4,12.4,5.8,428419.828125,2713.11761603768
49155,11212,11212,36047090200,190560,0,Census Tract 902,New York,Kings County,1463,367,238,0,221,17,129,917,827,0,767,60,90,179,171,0,147,24,8,227,15.5,35.1,9.8,4.5,331556.36328125,2428.16044315665
49156,11212,11212,36047090600,195831,0,Census Tract 906,New York,Kings County,2174,489,335,0,239,96,154,1542,1284,0,1028,256,258,143,115,0,100,15,28,440,20.2,31.5,16.7,19.6,340757.05859375,2478.76052446957
49157,11212,11212,36047090800,296447,0,Census Tract 908,New York,Kings County,1691,510,374,0,301,73,136,1095,941,0,855,86,154,86,51,0,51,0,35,325,19.2,26.7,14.1,40.7,515850.35546875,3035.9227646636896
49158,11212,11212,36047091000,212068,0,Census Tract 910,New York,Kings County,3290,1244,657,0,376,281,587,1881,1036,0,952,84,845,165,135,0,135,0,30,1462,44.4,47.2,44.9,18.2,368959.6953125,2449.92610619013
49159,11212,11212,36047091200,167237,0,Census Tract 912,New York,Kings County,3462,958,520,0,460,60,438,2234,1868,0,1653,215,366,270,249,0,230,19,21,825,23.8,45.7,16.4,7.8,290958.97265625,2224.1723308456
49160,11212,11212,36047091600,215640,0,Census Tract 916,New York,Kings County,2425,514,291,0,229,62,223,1715,1535,0,1303,232,180,196,175,0,157,18,21,424,17.5,43.4,10.5,10.7,375104.5703125,2729.50851764522
